Div,Date,HomeTeam,AwayTeam,FullTimeHomeGoal,FullTimeAwayGoal,FullTimeResult,HalfTimeHomeGoal,HalfTimeAwayGoal,HalfTimeResult,Referee,HomeShots,AwayShots,HomeShotsTarget,AwayShotsTarget
E0,26 11 2016,Swansea,Crystal Palace,5,4,H,1,1,D,K Friend,18,12,9,4
E0,27 11 2016,Arsenal,Bournemouth,3,1,H,1,1,D,M Jones,16,9,3,3
E0,27 11 2016,Man United,West Ham,1,1,D,1,1,D,J Moss,17,6,8,2
E0,27 11 2016,Southampton,Everton,1,0,H,1,0,H,C Pawson,17,13,7,1
E0,27 11 2016,Watford,Stoke,0,1,A,0,1,A,R Madley,11,14,2,1
E0,3 12 2016,Crystal Palace,Southampton,3,0,H,2,0,H,N Swarbrick,9,17,4,3
E0,3 12 2016,Man City,Chelsea,1,3,A,1,0,H,A Taylor,14,10,5,4
E0,3 12 2016,Stoke,Burnley,2,0,H,2,0,H,M Clattenburg,10,14,4,4
E0,3 12 2016,Sunderland,Leicester,2,1,H,0,0,D,A Marriner,22,17,6,5
E0,3 12 2016,Tottenham,Swansea,5,0,H,2,0,H,J Moss,28,1,15,0
E0,3 12 2016,West Brom,Watford,3,1,H,2,0,H,G Scott,11,17,3,5
E0,3 12 2016,West Ham,Arsenal,1,5,A,0,1,A,C Pawson,10,19,3,10
E0,4 12 2016,Bournemouth,Liverpool,4,3,H,0,2,A,R Madley,12,10,8,3
E0,4 12 2016,Everton,Man United,1,1,D,0,1,A,M Oliver,13,10,6,2
E0,5 12 2016,Middlesbrough,Hull,1,0,H,0,0,D,M Dean,16,6,4,2
E0,10 12 2016,Arsenal,Stoke,3,1,H,1,1,D,L Mason,21,12,6,5
E0,10 12 2016,Burnley,Bournemouth,3,2,H,2,1,H,M Atkinson,16,17,7,4
E0,10 12 2016,Hull,Crystal Palace,3,3,D,1,0,H,M Jones,15,14,6,6
E0,10 12 2016,Leicester,Man City,4,2,H,3,0,H,M Oliver,10,19,6,4
E0,10 12 2016,Swansea,Sunderland,3,0,H,0,0,D,C Pawson,14,11,5,2
E0,10 12 2016,Watford,Everton,3,2,H,1,1,D,A Taylor,11,11,6,4
E0,11 12 2016,Chelsea,West Brom,1,0,H,0,0,D,M Dean,12,6,2,1
E0,11 12 2016,Liverpool,West Ham,2,2,D,1,2,A,M Clattenburg,18,7,3,3
E0,11 12 2016,Man United,Tottenham,1,0,H,1,0,H,R Madley,15,12,5,4
E0,11 12 2016,Southampton,Middlesbrough,1,0,H,0,0,D,S Attwell,14,6,3,2
E0,13 12 2016,Bournemouth,Leicester,1,0,H,1,0,H,P Tierney,9,12,3,4
E0,13 12 2016,Everton,Arsenal,2,1,H,1,1,D,M Clattenburg,14,9,4,3
E0,14 12 2016,Crystal Palace,Man United,1,2,A,0,1,A,C Pawson,6,16,3,6
E0,14 12 2016,Man City,Watford,2,0,H,1,0,H,K Friend,13,5,7,2
E0,14 12 2016,Middlesbrough,Liverpool,0,3,A,0,1,A,J Moss,8,15,3,4
E0,14 12 2016,Stoke,Southampton,0,0,D,0,0,D,A Taylor,5,15,3,4
E0,14 12 2016,Sunderland,Chelsea,0,1,A,0,1,A,N Swarbrick,8,19,3,6
E0,14 12 2016,Tottenham,Hull,3,0,H,1,0,H,A Marriner,27,10,9,5
E0,14 12 2016,West Brom,Swansea,3,1,H,0,0,D,M Oliver,13,8,4,4
E0,14 12 2016,West Ham,Burnley,1,0,H,1,0,H,R Madley,20,8,7,2
E0,17 12 2016,Crystal Palace,Chelsea,0,1,A,0,1,A,J Moss,6,13,2,6
E0,17 12 2016,Middlesbrough,Swansea,3,0,H,2,0,H,N Swarbrick,10,14,4,2
E0,17 12 2016,Stoke,Leicester,2,2,D,2,0,H,C Pawson,16,14,7,8
E0,17 12 2016,Sunderland,Watford,1,0,H,0,0,D,R Madley,12,9,4,4
E0,17 12 2016,West Brom,Man United,0,2,A,0,1,A,A Taylor,10,10,1,5
E0,17 12 2016,West Ham,Hull,1,0,H,0,0,D,L Mason,18,16,6,5
E0,18 12 2016,Bournemouth,Southampton,1,3,A,1,1,D,M Clattenburg,10,14,5,8
E0,18 12 2016,Man City,Arsenal,2,1,H,0,1,A,M Atkinson,14,6,5,1
E0,18 12 2016,Tottenham,Burnley,2,1,H,1,1,D,K Friend,30,5,9,2
E0,19 12 2016,Everton,Liverpool,0,1,A,0,0,D,M Dean,6,11,1,4
E0,26 12 2016,Arsenal,West Brom,1,0,H,0,0,D,N Swarbrick,26,3,11,1
E0,26 12 2016,Burnley,Middlesbrough,1,0,H,0,0,D,C Pawson,6,8,4,2
E0,26 12 2016,Chelsea,Bournemouth,3,0,H,1,0,H,M Jones,14,7,4,3
E0,26 12 2016,Hull,Man City,0,3,A,0,0,D,R Madley,10,16,3,6
E0,26 12 2016,Leicester,Everton,0,2,A,0,0,D,S Attwell,7,8,2,3
E0,26 12 2016,Man United,Sunderland,3,1,H,1,0,H,M Atkinson,26,7,9,4
E0,26 12 2016,Swansea,West Ham,1,4,A,0,1,A,A Marriner,14,14,7,7
E0,26 12 2016,Watford,Crystal Palace,1,1,D,0,1,A,M Clattenburg,9,10,3,4
E0,27 12 2016,Liverpool,Stoke,4,1,H,2,1,H,M Oliver,20,6,6,2
E0,28 12 2016,Southampton,Tottenham,1,4,A,1,1,D,M Dean,9,17,2,5
E0,30 12 2016,Hull,Everton,2,2,D,1,1,D,J Moss,13,20,4,7
E0,31 12 2016,Burnley,Sunderland,4,1,H,1,0,H,G Scott,16,11,6,3
E0,31 12 2016,Chelsea,Stoke,4,2,H,1,0,H,R Madley,18,5,7,2
E0,31 12 2016,Leicester,West Ham,1,0,H,1,0,H,A Taylor,12,25,4,5
E0,31 12 2016,Liverpool,Man City,1,0,H,1,0,H,C Pawson,5,9,1,2
E0,31 12 2016,Man United,Middlesbrough,2,1,H,0,0,D,L Mason,32,9,12,2
E0,31 12 2016,Southampton,West Brom,1,2,A,1,1,D,M Jones,10,7,1,3
E0,31 12 2016,Swansea,Bournemouth,0,3,A,0,2,A,K Friend,14,11,5,6
E0,1 01 2017,Arsenal,Crystal Palace,2,0,H,1,0,H,A Marriner,22,7,7,4
E0,1 01 2017,Watford,Tottenham,1,4,A,0,3,A,M Oliver,6,19,2,6
E0,2 01 2017,Everton,Southampton,3,0,H,0,0,D,K Friend,17,12,6,3
E0,2 01 2017,Man City,Burnley,2,1,H,0,0,D,L Mason,14,11,3,3
E0,2 01 2017,Middlesbrough,Leicester,0,0,D,0,0,D,R Madley,9,10,1,4
E0,2 01 2017,Sunderland,Liverpool,2,2,D,1,1,D,A Taylor,10,21,5,15
E0,2 01 2017,West Brom,Hull,3,1,H,0,1,A,M Clattenburg,8,17,5,6
E0,2 01 2017,West Ham,Man United,0,2,A,0,0,D,M Dean,8,13,2,6
E0,3 01 2017,Bournemouth,Arsenal,3,3,D,2,0,H,M Oliver,12,14,6,4
E0,3 01 2017,Crystal Palace,Swansea,1,2,A,0,1,A,P Tierney,7,11,3,4
E0,3 01 2017,Stoke,Watford,2,0,H,1,0,H,N Swarbrick,17,9,5,2
E0,4 01 2017,Tottenham,Chelsea,2,0,H,1,0,H,M Atkinson,9,11,2,2
E0,14 01 2017,Burnley,Southampton,1,0,H,0,0,D,P Tierney,9,20,3,5
E0,14 01 2017,Hull,Bournemouth,3,1,H,1,1,D,M Atkinson,14,8,3,6
E0,14 01 2017,Leicester,Chelsea,0,3,A,0,1,A,A Marriner,7,8,2,3
E0,14 01 2017,Sunderland,Stoke,1,3,A,1,3,A,M Dean,14,14,3,6
E0,14 01 2017,Swansea,Arsenal,0,4,A,0,1,A,M Jones,12,14,3,6
E0,14 01 2017,Tottenham,West Brom,4,0,H,2,0,H,A Taylor,21,3,11,0
E0,14 01 2017,Watford,Middlesbrough,0,0,D,0,0,D,J Moss,12,5,5,1
E0,14 01 2017,West Ham,Crystal Palace,3,0,H,0,0,D,N Swarbrick,14,10,3,1
E0,15 01 2017,Everton,Man City,4,0,H,1,0,H,M Clattenburg,6,13,4,5
E0,15 01 2017,Man United,Liverpool,1,1,D,0,1,A,M Oliver,9,13,3,4
E0,21 01 2017,Bournemouth,Watford,2,2,D,0,1,A,L Mason,15,10,5,3
E0,21 01 2017,Crystal Palace,Everton,0,1,A,0,0,D,A Taylor,8,16,2,8
E0,21 01 2017,Liverpool,Swansea,2,3,A,0,0,D,K Friend,16,6,5,3
E0,21 01 2017,Man City,Tottenham,2,2,D,0,0,D,A Marriner,17,6,7,2
E0,21 01 2017,Middlesbrough,West Ham,1,3,A,1,2,A,M Atkinson,11,13,2,5
E0,21 01 2017,Stoke,Man United,1,1,D,1,0,H,M Clattenburg,6,25,1,8
E0,21 01 2017,West Brom,Sunderland,2,0,H,2,0,H,C Pawson,14,9,5,3
E0,22 01 2017,Arsenal,Burnley,2,1,H,0,0,D,J Moss,24,13,8,7
E0,22 01 2017,Chelsea,Hull,2,0,H,1,0,H,N Swarbrick,9,9,5,4
E0,22 01 2017,Southampton,Leicester,3,0,H,2,0,H,M Oliver,20,11,7,2
E0,31 01 2017,Arsenal,Watford,1,2,A,0,2,A,A Marriner,20,10,5,6
E0,31 01 2017,Bournemouth,Crystal Palace,0,2,A,0,0,D,J Moss,10,11,2,4
E0,31 01 2017,Burnley,Leicester,1,0,H,0,0,D,M Dean,24,13,3,5
E0,31 01 2017,Liverpool,Chelsea,1,1,D,0,1,A,M Clattenburg,7,8,3,2
E0,31 01 2017,Middlesbrough,West Brom,1,1,D,1,1,D,S Attwell,11,16,3,5
E0,31 01 2017,Sunderland,Tottenham,0,0,D,0,0,D,L Mason,3,14,1,3
E0,31 01 2017,Swansea,Southampton,2,1,H,1,0,H,R East,11,10,5,2
E0,1 02 2017,Man United,Hull,0,0,D,0,0,D,M Jones,15,6,6,2
E0,1 02 2017,Stoke,Everton,1,1,D,1,1,D,C Pawson,14,14,7,5
E0,1 02 2017,West Ham,Man City,0,4,A,0,3,A,K Friend,6,11,1,4
E0,4 02 2017,Chelsea,Arsenal,3,1,H,1,0,H,M Atkinson,13,9,6,5
E0,4 02 2017,Crystal Palace,Sunderland,0,4,A,0,4,A,A Marriner,21,10,9,7
E0,4 02 2017,Everton,Bournemouth,6,3,H,3,0,H,M Jones,15,18,10,8
E0,4 02 2017,Hull,Liverpool,2,0,H,1,0,H,L Mason,7,22,4,5
E0,4 02 2017,Southampton,West Ham,1,3,A,1,2,A,G Scott,21,6,7,4
E0,4 02 2017,Tottenham,Middlesbrough,1,0,H,0,0,D,M Clattenburg,17,8,5,0
